id	x	y	z	longitude	latitude
98024	10.130301862729336	-14.658953927766557	61.46944	-55.352974968252795	73.83419071638212
98029	16.395014689011738	-6.922758817226651	61.47584	-22.8917952184417	73.85478253103595
98037	12.99949558618586	-12.10268898792057	61.48608	-42.95390761874495	73.88778271509852
98050	15.245281704008965	-8.999823240875905	61.50272	-30.554840269237218	73.94154881092796
98058	11.21033428247144	-13.655920229469928	61.51296	-50.61695266953973	73.97472293212455
98071	13.835455527119612	-10.894424913555328	61.5296	-38.21788532003194	74.0287739831239
98084	15.799568239534116	-7.644212536730332	61.54624	-25.818817970524094	74.08300378551878
98092	12.193586033070105	-12.574427607796615	61.55648	-45.880930370826604	74.1164656120019
98105	14.560290695441388	-9.630619311853327	61.57312	-33.481863021318816	74.17098805510176
98113	10.351631363713782	-14.011905624153238	61.58336	-53.54397542162212	74.20463147080139
98118	16.233702089510555	-6.258464636907422	61.58976	-21.082795671811084	74.22569411372189
98126	13.074438620453266	-11.42361828669007	61.6	-41.14490807211433	74.25945147483128
98139	15.170502438834875	-8.321389959838761	61.61664	-28.745840722606545	74.31445820935387
98173	15.663503361853152	-6.977057489200966	61.66016	-24.009818423894217	74.45921925232739
98181	12.293175642890244	-11.901243483478936	61.6704	-44.07193082419673	74.49347218757347
98194	14.510735725041691	-8.952521698180835	61.68704	-31.67286347468894	74.5492911814527
98202	10.53621160486205	-13.357914718217458	61.69728	-51.73497587499145	74.58373933197008
98207	16.037627292839204	-5.60806430719008	61.70368	-19.27379612518115	74.6053076186111
98215	13.111904220373454	-10.745698951178221	61.71392	-39.33590852548366	74.6398783459059
98228	15.059281701838996	-7.652189014331615	61.73056	-26.93684117597587	74.69621831884375
98236	11.49495525839263	-12.326378988476362	61.7408	-46.99895357627912	74.73098992041618
98249	13.823285096283167	-9.53600512758228	61.75744	-34.59988622677133	74.78765924533222
98257	9.691480651137557	-13.668537237254997	61.76768	-54.66199862707464	74.8226353537483
98270	12.354848818587804	-11.227444624999908	61.78432	-42.26293127756685	74.8796400222512
98283	14.423919996571865	-8.28202119116424	61.80096	-29.863863928059118	74.93685536669534
98291	10.683117214433238	-12.698289693603623	61.8112	-49.92597632836157	74.97217056689391
98304	13.11125747960454	-10.070408543744094	61.82784	-37.52690897885384	75.02973134685213
98312	8.840592635404112	-13.924646629930649	61.83808	-57.58902137915629	75.06526110231727
98317	14.911304721981098	-6.99380332993605	61.84448	-25.127841629345937	75.08750920617541
98325	11.580228724697166	-11.657268822725957	61.85472	-45.189954029648504	75.12317380538893
98338	13.760404882173797	-8.864878410279912	61.87136	-32.79088668014066	75.18130770590629
98346	9.861043050649585	-13.016428519115207	61.8816	-52.85299908044402	75.21719348905373
98351	15.283838902278323	-5.68152483134623	61.888	-20.391819330632927	75.2396654185305
98359	12.377841039158241	-10.554474696152816	61.89824	-40.45393173093623	75.2756902541248
98372	14.299393157284987	-7.620694844893864	61.91488	-28.054864381428445	75.33441516472955
